brand,model,engine_cc,max_power_bhp,kerb_weight_kg,fuel_type,transmission,kilometers_driven,fuel_efficiency_kmpl
Tata,Harrier,1600,110.5,1602,Diesel,Automatic,47715,22.4
Ford,Freestyle,1500,97.4,1843,Petrol,Manual,2527,21.1
Volkswagen,Taigun,1600,144.6,1537,Diesel,Manual,113694,23.2
Hyundai,Creta,1600,114.6,1743,Petrol,Automatic,3840,19.7
Tata,Nexon,2200,170.6,1598,Diesel,Automatic,28365,19.5
Honda,Civic,2000,146.5,966,Diesel,Manual,40236,21.3
Hyundai,i10,2500,185.7,1814,Petrol,Manual,5975,17.7
Volkswagen,Polo,1200,93.3,860,Diesel,Automatic,153556,23.2
Honda,City,2500,223.8,1693,Petrol,Automatic,182343,17.7
Ford,Figo,1200,109.1,1462,Petrol,Manual,152501,23.6
Maruti Suzuki,WagonR,1000,56.0,1295,Petrol,Automatic,174084,20.9
Hyundai,i10,1500,85.6,1514,Petrol,Manual,149772,22.6
Tata,Harrier,2000,115.7,1073,Petrol,Manual,120724,21.7
Nissan,Sunny,1800,151.4,1542,Petrol,Automatic,95128,21.6
Toyota,Yaris,2000,135.8,1243,Petrol,Automatic,45434,19.4
Honda,Civic,2500,179.4,1547,Diesel,Automatic,45106,19.9
Maruti Suzuki,Baleno,1200,101.1,889,Petrol,Manual,37976,23.3
Tata,Harrier,1600,110.2,1897,Petrol,Manual,191858,21.6
Tata,Harrier,1800,168.5,931,Petrol,Automatic,68404,20.4
BMW,X3,1800,125.0,1688,Petrol,Automatic,61498,20.0
Tata,Nexon,2000,159.0,1197,Petrol,Manual,189032,20.3
BMW,X1,2500,159.4,1728,Diesel,Manual,23396,19.8
Maruti Suzuki,Baleno,1500,114.2,995,Petrol,Automatic,108084,20.9
Toyota,Innova,2500,203.8,987,Petrol,Automatic,172501,17.1
Maruti Suzuki,WagonR,1200,78.5,1063,Diesel,Automatic,148530,23.3
Honda,Amaze,1200,106.9,1240,Petrol,Automatic,43585,21.6
Volkswagen,Vento,1800,130.9,1209,Diesel,Manual,157016,21.4
Volkswagen,Vento,1500,95.7,1411,Petrol,Manual,83982,22.0
Volkswagen,Taigun,2200,121.8,1129,Petrol,Manual,107148,18.8
Volkswagen,Taigun,1500,101.2,1421,Petrol,Automatic,67870,22.2
Ford,Ecosport,1500,123.7,1250,Petrol,Manual,96944,22.2
Toyota,Yaris,2000,119.1,1209,Petrol,Automatic,148962,20.5
Kia,Seltos,2500,150.7,1588,Diesel,Automatic,125520,18.4
Maruti Suzuki,Dzire,1800,119.8,1249,Petrol,Automatic,166110,19.9
Honda,Amaze,1600,122.0,1409,Diesel,Manual,130487,24.2
Maruti Suzuki,Baleno,1200,82.8,1166,Diesel,Manual,9305,24.4
Toyota,Innova,1800,162.3,961,Diesel,Manual,157824,21.0
Honda,WR-V,1600,118.5,1185,Diesel,Manual,67828,23.1
Volkswagen,Vento,2200,159.7,1779,Diesel,Automatic,181205,20.8
Ford,Ecosport,1600,104.3,1557,Diesel,Manual,14969,22.0
Toyota,Innova,1600,96.6,1871,Petrol,Automatic,180628,20.9
BMW,X3,2000,168.3,1215,Petrol,Automatic,153987,17.5
Toyota,Camry,2000,177.2,1046,Petrol,Manual,15202,19.4
Volkswagen,Polo,2200,183.4,1833,Diesel,Manual,154406,21.2
Hyundai,i10,2200,159.0,1561,Petrol,Manual,64443,19.2
Nissan,Micra,2500,174.2,1778,Diesel,Automatic,141754,17.9
Maruti Suzuki,Swift,2500,192.9,935,Diesel,Automatic,81991,18.5
Kia,Carens,2500,158.6,1229,Diesel,Manual,117459,18.4
Volkswagen,Vento,1200,108.0,882,Diesel,Automatic,178605,25.4
BMW,320i,2000,146.8,1028,Petrol,Manual,155117,19.9
Kia,Seltos,1500,100.9,1293,Petrol,Automatic,141743,20.3
Maruti Suzuki,WagonR,2500,209.7,1612,Diesel,Manual,196687,21.9
Maruti Suzuki,Swift,2500,222.9,1301,Petrol,Manual,27751,18.9
Honda,WR-V,2200,125.7,1104,Diesel,Automatic,90038,21.0
Nissan,Micra,1000,70.6,1627,Diesel,Manual,148821,23.7
Kia,Seltos,1200,84.3,1850,Diesel,Automatic,17690,22.1
Hyundai,i10,1000,88.7,1418,Diesel,Manual,82767,24.5
Tata,Tiago,2500,167.6,1851,Petrol,Manual,141179,18.1
Nissan,Kicks,1000,56.4,1136,Petrol,Automatic,167158,21.6
Honda,Civic,1600,100.9,947,Diesel,Automatic,167640,23.4
Toyota,Corolla,1600,132.3,965,Diesel,Automatic,115305,22.6
Tata,Harrier,2000,157.5,1590,Diesel,Manual,48729,20.3
Maruti Suzuki,Baleno,2000,183.2,1053,Petrol,Manual,131784,20.4
Hyundai,Verna,1500,114.3,1745,Diesel,Manual,47502,22.7
Toyota,Innova,2200,165.0,1768,Diesel,Automatic,73574,19.7
Honda,Amaze,1200,83.4,892,Diesel,Automatic,54858,24.4
Toyota,Camry,2500,149.5,1358,Diesel,Manual,72234,19.3
BMW,X1,1600,107.3,1030,Diesel,Manual,82515,22.8
Volkswagen,Polo,1200,105.7,967,Petrol,Manual,188371,22.4
Kia,Carens,1000,78.1,1743,Diesel,Automatic,80132,25.6
BMW,X1,1000,64.6,1471,Petrol,Manual,50363,24.7
Toyota,Corolla,1200,109.2,1499,Petrol,Manual,196916,21.7
Hyundai,i20,2500,162.8,1232,Diesel,Manual,30926,21.4
Hyundai,Verna,1500,116.7,1064,Diesel,Manual,40191,23.6
BMW,520d,1200,110.1,1342,Petrol,Automatic,28642,20.8
Ford,Ecosport,2500,143.3,1138,Petrol,Manual,103069,17.6
Honda,WR-V,2000,115.1,1290,Diesel,Automatic,88729,21.2
Ford,Freestyle,2500,180.7,1010,Petrol,Manual,38779,17.8
Volkswagen,Vento,1600,117.6,1748,Diesel,Automatic,117147,20.7
Maruti Suzuki,Ciaz,2000,160.8,1235,Petrol,Manual,98188,20.8
Ford,Aspire,1500,84.8,1553,Petrol,Manual,11797,21.7
Honda,City,1200,106.0,979,Petrol,Automatic,24418,23.2
Volkswagen,Taigun,1600,138.6,853,Diesel,Automatic,122627,22.8
Nissan,Kicks,1800,130.9,1733,Diesel,Automatic,26901,21.9
BMW,520d,2200,186.2,1320,Petrol,Automatic,86424,18.8
Honda,City,1000,64.7,1367,Diesel,Automatic,95513,22.6
Kia,Carens,2000,125.8,1348,Diesel,Automatic,144697,21.0
Volkswagen,Vento,1600,143.8,976,Petrol,Automatic,82297,20.6
Toyota,Corolla,1600,131.8,1053,Diesel,Automatic,183877,22.9
Ford,Aspire,1800,156.3,1398,Diesel,Automatic,65348,20.6
Nissan,Sunny,1200,101.9,1885,Petrol,Manual,97473,22.2
Toyota,Glanza,1600,147.4,1721,Petrol,Automatic,184225,20.9
Kia,Sonet,1800,157.5,1146,Diesel,Manual,124631,22.4
Hyundai,Verna,1600,144.1,1502,Diesel,Manual,197803,22.3
BMW,320i,1000,56.7,1582,Petrol,Automatic,139124,22.5
Ford,Figo,1600,89.1,1399,Diesel,Manual,17730,22.2
Hyundai,i10,2500,210.6,1396,Petrol,Manual,25350,19.8
Kia,Carens,2500,221.1,1755,Petrol,Automatic,192542,18.6
Hyundai,Verna,2500,151.1,1186,Petrol,Automatic,197232,17.1
Nissan,Kicks,1000,72.9,1233,Diesel,Manual,17850,24.6
Maruti Suzuki,Baleno,2000,155.4,1724,Petrol,Automatic,86987,20.5
Honda,Amaze,1800,127.2,1328,Petrol,Automatic,55736,18.7
Honda,Civic,1800,134.6,1602,Diesel,Automatic,152979,23.5
Kia,Carens,2500,200.5,1071,Petrol,Manual,199188,19.8
Ford,Aspire,1200,107.8,860,Diesel,Manual,94502,24.6
Maruti Suzuki,Ciaz,2500,146.1,1589,Petrol,Manual,198780,18.7
Ford,Aspire,1200,95.4,1803,Diesel,Manual,142093,24.0
BMW,520d,2200,197.8,1678,Petrol,Automatic,114883,19.3
Toyota,Yaris,1800,144.5,1169,Diesel,Automatic,12666,21.6
Honda,WR-V,2200,197.2,1373,Petrol,Automatic,32521,17.7
Honda,Jazz,1800,113.0,1417,Diesel,Automatic,15815,22.7
Kia,Carens,1500,119.9,1021,Diesel,Manual,139337,24.3
Maruti Suzuki,Dzire,2500,202.0,853,Petrol,Manual,20935,17.5
BMW,320i,1200,66.1,1028,Petrol,Manual,81325,22.3
Toyota,Corolla,1600,149.2,1010,Diesel,Automatic,82162,23.5
Maruti Suzuki,WagonR,1000,65.9,1397,Petrol,Automatic,59646,21.3
Hyundai,i20,1000,71.4,1679,Petrol,Manual,22291,22.4
Maruti Suzuki,WagonR,1200,68.6,1475,Diesel,Automatic,95606,23.9
Honda,Amaze,2200,132.9,1312,Petrol,Automatic,157797,19.0
Toyota,Corolla,1000,76.3,1647,Diesel,Automatic,95570,23.6
Toyota,Camry,2000,169.5,1263,Petrol,Automatic,89654,18.4
Maruti Suzuki,Baleno,1600,117.6,1207,Petrol,Manual,33509,22.2
Ford,Aspire,1500,126.3,1519,Diesel,Automatic,40786,24.3
Toyota,Yaris,1500,106.3,1454,Diesel,Automatic,14249,23.8
Kia,Sonet,1200,86.8,1850,Diesel,Manual,33753,23.0
BMW,X3,1500,118.8,988,Diesel,Automatic,132779,21.5
Toyota,Camry,1500,112.1,1229,Diesel,Automatic,132890,22.0
Maruti Suzuki,Dzire,2200,153.9,1371,Petrol,Manual,126796,19.1
Honda,City,2200,162.3,1348,Diesel,Automatic,52529,19.5
Maruti Suzuki,Ciaz,2000,177.5,1093,Petrol,Automatic,144406,19.5
Volkswagen,Polo,1600,89.5,1251,Petrol,Manual,30925,20.9
Kia,Carens,1200,108.6,850,Diesel,Automatic,23454,26.0
BMW,X3,2200,189.2,1182,Diesel,Automatic,142359,19.5
Tata,Tiago,1800,133.4,1792,Petrol,Manual,81379,19.4
Ford,Aspire,1200,97.4,1551,Petrol,Automatic,116702,22.8
Hyundai,Venue,1600,145.9,891,Diesel,Automatic,171936,22.3
Honda,Civic,1800,140.3,1162,Petrol,Automatic,148133,19.7
Hyundai,Creta,1000,73.6,1141,Diesel,Automatic,164132,22.2
Honda,Civic,1800,137.0,1472,Petrol,Manual,25245,20.0
Honda,Jazz,1500,119.1,1193,Diesel,Manual,113033,24.1
Maruti Suzuki,Ciaz,2000,167.8,1036,Diesel,Automatic,81150,21.4
Maruti Suzuki,Ciaz,2000,172.1,1379,Diesel,Manual,137862,22.6
Tata,Altroz,1800,106.5,1764,Petrol,Manual,154102,21.8
Ford,Ecosport,2200,122.5,1169,Petrol,Automatic,31010,18.7
BMW,X3,2500,222.7,1227,Petrol,Automatic,42696,18.2
BMW,X3,1800,125.5,1867,Petrol,Manual,137983,19.9
Maruti Suzuki,Dzire,1600,125.2,1771,Petrol,Automatic,152024,21.4
Volkswagen,Polo,2000,187.5,982,Diesel,Automatic,164646,20.9
Maruti Suzuki,Dzire,1200,82.1,1167,Petrol,Automatic,85792,21.2
Nissan,Sunny,1500,123.9,1413,Diesel,Manual,20499,24.1
Toyota,Innova,1000,77.9,1357,Petrol,Automatic,195679,23.9
Toyota,Yaris,2000,132.0,1642,Petrol,Automatic,49287,18.7
Nissan,Sunny,2000,140.8,1804,Petrol,Automatic,65704,20.5
Toyota,Camry,1800,121.4,1249,Diesel,Manual,114440,23.2
Maruti Suzuki,Dzire,2200,167.7,1698,Petrol,Manual,58896,20.5
Tata,Nexon,1000,68.4,1165,Diesel,Manual,104705,24.7
Maruti Suzuki,Swift,1800,114.5,1168,Diesel,Automatic,160036,22.6
Nissan,Kicks,2200,173.2,1137,Diesel,Manual,53051,21.3
Honda,Amaze,1600,88.9,1226,Petrol,Automatic,122674,22.2
Maruti Suzuki,Baleno,1200,103.3,1142,Petrol,Automatic,110359,20.7
Ford,Freestyle,2200,133.2,1536,Petrol,Automatic,159906,19.3
Toyota,Camry,2000,183.4,1480,Diesel,Automatic,75868,21.3
Maruti Suzuki,Swift,1000,86.0,1819,Diesel,Automatic,53955,23.1
Hyundai,Verna,2500,234.1,1814,Diesel,Manual,186814,19.9
BMW,520d,2200,124.8,936,Diesel,Manual,23222,22.0
Toyota,Glanza,2500,141.9,1044,Diesel,Manual,86969,21.9
Ford,Aspire,2200,174.7,1659,Petrol,Manual,61503,20.0
Nissan,Kicks,2000,150.9,1119,Diesel,Automatic,70445,20.0
Maruti Suzuki,Baleno,1200,85.9,1439,Diesel,Automatic,107283,22.5
Volkswagen,Vento,1200,87.3,1817,Petrol,Automatic,88399,20.8
Toyota,Glanza,1600,149.0,1142,Petrol,Automatic,75852,19.0
Tata,Tiago,1200,107.5,1357,Diesel,Manual,147560,25.6
Hyundai,Creta,1000,91.9,1881,Petrol,Manual,2880,23.2
Maruti Suzuki,Swift,1500,107.4,1444,Diesel,Manual,125986,23.8
BMW,520d,2500,184.7,1033,Petrol,Manual,117529,19.4
BMW,X1,1800,101.0,1050,Diesel,Automatic,149923,22.4
Hyundai,i10,1000,88.0,1516,Petrol,Manual,198798,24.3
Honda,Jazz,1500,120.9,1842,Petrol,Manual,78359,20.4
Kia,Sonet,1200,67.7,1781,Diesel,Manual,155212,26.2
Ford,Ecosport,1600,101.1,1033,Petrol,Manual,187162,21.8
Maruti Suzuki,Dzire,1800,127.7,911,Petrol,Manual,159100,21.1
BMW,X3,1200,111.1,1752,Diesel,Automatic,39060,21.7
Nissan,Kicks,2200,206.8,879,Diesel,Manual,2163,21.1
Hyundai,Creta,1000,72.7,1726,Petrol,Automatic,171149,23.3
Nissan,Kicks,1000,94.2,1449,Diesel,Automatic,139069,23.5
Nissan,Micra,2000,120.5,921,Petrol,Automatic,124905,19.6
Hyundai,Venue,1500,96.3,1819,Petrol,Automatic,160980,21.4
Tata,Tiago,1200,67.1,862,Diesel,Manual,31611,24.6
Nissan,Kicks,2000,156.0,874,Petrol,Manual,77996,21.0
Honda,Civic,1200,71.7,879,Diesel,Manual,46870,25.6
Honda,WR-V,2200,152.0,1471,Petrol,Automatic,149775,17.1
Kia,Seltos,1600,114.8,1113,Petrol,Automatic,107669,20.4
Maruti Suzuki,Dzire,2000,120.9,1266,Petrol,Manual,4211,19.9
BMW,320i,1500,125.1,1196,Petrol,Automatic,96768,20.5
Maruti Suzuki,Swift,1000,72.0,1483,Diesel,Automatic,183959,23.6
Nissan,Sunny,2000,117.5,1053,Diesel,Automatic,79491,22.6
Ford,Aspire,1000,88.4,924,Diesel,Manual,147856,23.3
Honda,WR-V,2500,220.7,1639,Diesel,Automatic,26834,20.7
Tata,Nexon,1200,101.0,1797,Diesel,Automatic,53213,24.3
Honda,City,1600,119.8,1442,Diesel,Manual,79746,22.7
Honda,Jazz,2200,127.3,1275,Diesel,Automatic,102201,20.0
BMW,X1,1500,141.1,1166,Petrol,Manual,71793,21.0
Nissan,Sunny,1200,102.1,1697,Petrol,Manual,145825,22.1
Maruti Suzuki,Ciaz,1000,57.9,1614,Petrol,Manual,177066,23.1
Kia,Carens,2200,186.6,957,Petrol,Automatic,41323,18.9
Kia,Sonet,2200,201.7,1790,Petrol,Manual,85167,19.6
BMW,X3,2000,137.4,1439,Diesel,Manual,105178,21.0
BMW,X3,2000,114.7,1261,Diesel,Manual,8844,21.1
Toyota,Yaris,2500,165.8,1232,Petrol,Automatic,159449,16.6
Toyota,Innova,1600,116.1,1063,Petrol,Automatic,75662,21.7
Volkswagen,Taigun,2000,112.3,1638,Petrol,Automatic,44248,18.5
Hyundai,Venue,2500,226.0,1168,Petrol,Automatic,115561,17.7
Ford,Figo,2500,236.3,947,Petrol,Manual,7181,17.8
Hyundai,i10,1000,61.0,889,Diesel,Manual,197816,24.7
Hyundai,Verna,1000,91.4,1008,Diesel,Automatic,1538,26.3
Hyundai,i20,1600,132.4,951,Diesel,Manual,144054,23.6
Toyota,Yaris,2200,182.3,1199,Petrol,Manual,137983,21.2
Honda,City,1200,113.6,949,Petrol,Manual,176306,24.4
Ford,Ecosport,1500,83.0,1136,Diesel,Manual,177208,24.3
Maruti Suzuki,WagonR,1000,75.3,1013,Petrol,Automatic,38368,22.7
Nissan,Kicks,1000,81.9,1334,Petrol,Manual,126480,22.6
Tata,Tiago,1000,78.2,1433,Diesel,Automatic,184560,24.4
Kia,Seltos,2200,200.6,904,Petrol,Automatic,140748,17.6
Tata,Nexon,1800,134.5,1557,Petrol,Automatic,143459,20.3
Maruti Suzuki,Swift,2200,142.3,1273,Petrol,Manual,81721,18.8
Ford,Figo,1800,143.4,1706,Diesel,Manual,139483,22.2
Ford,Aspire,1800,121.1,1714,Diesel,Automatic,32317,22.8
BMW,520d,1200,92.4,1787,Petrol,Automatic,131903,21.8
Maruti Suzuki,Baleno,1000,70.6,1004,Petrol,Manual,99311,24.5
Tata,Nexon,2200,135.4,1538,Diesel,Automatic,82163,18.6
Maruti Suzuki,WagonR,1600,104.6,1834,Petrol,Automatic,146413,20.4
BMW,320i,1200,86.2,1471,Petrol,Manual,174251,24.1
Tata,Harrier,2000,167.5,880,Petrol,Automatic,111073,18.0
Hyundai,i20,1500,131.0,1236,Petrol,Automatic,178161,20.4
Tata,Harrier,1800,151.9,917,Petrol,Automatic,102332,19.0
Volkswagen,Vento,1500,142.4,1526,Diesel,Manual,199064,23.2
Kia,Sonet,1200,112.4,1169,Diesel,Manual,86030,23.8
Kia,Seltos,2500,158.6,971,Diesel,Manual,119887,19.8
BMW,X1,1200,95.8,1654,Diesel,Automatic,14652,23.0
Kia,Seltos,2200,192.5,1655,Diesel,Automatic,73915,18.8
Ford,Freestyle,1800,117.5,1888,Petrol,Manual,171907,20.5
Kia,Carens,1600,94.6,1436,Diesel,Manual,118343,24.3
BMW,X3,1200,81.4,1194,Diesel,Automatic,121097,23.5
Toyota,Glanza,1600,140.2,1882,Diesel,Manual,121564,21.8
Kia,Sonet,2000,156.1,1591,Petrol,Automatic,123782,20.2
Tata,Harrier,2000,188.7,1384,Diesel,Manual,26425,21.6
Maruti Suzuki,Dzire,1600,97.1,1697,Petrol,Automatic,122327,21.2
Tata,Nexon,1800,163.7,1898,Diesel,Manual,47091,20.9
Toyota,Corolla,2200,152.7,1182,Petrol,Manual,75133,19.0
Ford,Freestyle,2200,162.7,1602,Diesel,Manual,20051,22.8
Honda,WR-V,2200,124.4,1650,Diesel,Manual,176364,19.7
Volkswagen,Vento,1500,97.3,1287,Diesel,Automatic,9164,21.7
Tata,Nexon,1000,60.6,1406,Diesel,Automatic,174271,23.5
Nissan,Sunny,1600,146.5,1865,Diesel,Automatic,152474,22.8
Volkswagen,Taigun,1800,128.9,1263,Petrol,Automatic,53103,19.0
Ford,Aspire,1600,97.9,985,Petrol,Automatic,185002,20.9
BMW,520d,1800,103.4,1040,Petrol,Manual,4044,20.7
Tata,Tiago,1000,92.6,862,Petrol,Automatic,66069,23.5
Honda,Civic,1200,92.9,1558,Petrol,Manual,119146,21.7
BMW,520d,2000,132.8,1357,Petrol,Automatic,93375,19.1
Maruti Suzuki,Dzire,1600,126.4,953,Petrol,Manual,151773,20.6
Honda,WR-V,1200,81.2,901,Petrol,Manual,115581,24.1
BMW,X1,2500,198.1,1331,Diesel,Automatic,134787,18.6
Honda,City,1600,126.8,1445,Diesel,Automatic,40953,21.1
Volkswagen,Taigun,1500,106.9,1168,Diesel,Manual,165384,24.5
Hyundai,Venue,2000,149.8,1656,Petrol,Automatic,127144,20.2
Maruti Suzuki,WagonR,2000,140.7,1840,Petrol,Automatic,55483,19.8
Volkswagen,Taigun,1500,108.0,1262,Petrol,Automatic,150503,21.6
Ford,Freestyle,1200,67.9,856,Petrol,Manual,180775,22.7
Maruti Suzuki,Baleno,2500,200.9,1392,Diesel,Automatic,18798,18.7
Honda,Amaze,2200,176.2,1658,Diesel,Manual,160345,21.6
Hyundai,Creta,1200,113.4,1572,Diesel,Manual,35880,23.5
Tata,Tiago,1500,113.6,1435,Petrol,Automatic,156639,20.2
BMW,320i,1200,106.9,1498,Petrol,Automatic,80182,22.5
Nissan,Sunny,2000,169.8,1315,Diesel,Manual,148609,21.0
Hyundai,i10,1500,93.9,1151,Diesel,Manual,118902,25.5
Ford,Figo,1600,89.3,933,Diesel,Manual,89710,22.0
Maruti Suzuki,Baleno,2500,223.9,1211,Petrol,Manual,148128,20.0
Hyundai,Creta,1600,148.7,1308,Diesel,Automatic,48864,21.6
Maruti Suzuki,Swift,2500,180.5,1294,Petrol,Automatic,79217,19.4
Toyota,Corolla,1200,104.4,1342,Petrol,Automatic,172897,23.2
BMW,X1,2500,202.1,1495,Diesel,Manual,9879,21.2
Kia,Carens,1500,86.5,1017,Petrol,Manual,130048,20.8
Kia,Sonet,2000,163.7,1713,Petrol,Manual,166706,20.3
Maruti Suzuki,Swift,1200,102.9,1185,Diesel,Automatic,89845,24.3
Nissan,Sunny,1200,71.4,1791,Petrol,Manual,27304,23.5
Ford,Ecosport,1500,100.9,1496,Diesel,Manual,71822,22.7
Tata,Tiago,1000,71.9,1432,Petrol,Automatic,82829,20.7
Honda,City,2000,141.4,1687,Diesel,Automatic,102665,21.2
Tata,Nexon,1600,144.0,1812,Diesel,Automatic,133240,22.8
Maruti Suzuki,Swift,1500,121.0,1491,Diesel,Manual,113877,23.9
Toyota,Corolla,2000,120.1,1552,Petrol,Manual,177497,20.2
Toyota,Yaris,2200,169.4,1625,Diesel,Manual,180749,23.1
Ford,Freestyle,2500,184.6,1149,Diesel,Automatic,149270,20.4
Hyundai,Verna,2500,178.3,1056,Diesel,Manual,74043,19.1
Toyota,Camry,1800,116.4,873,Petrol,Automatic,173802,21.0
Kia,Sonet,2500,140.4,1311,Diesel,Automatic,42438,18.8
Honda,WR-V,2500,139.1,1720,Petrol,Manual,43553,18.4
Honda,Civic,1200,97.3,1564,Diesel,Automatic,23632,24.0
Nissan,Kicks,1000,81.2,1860,Petrol,Automatic,79056,22.2
Tata,Harrier,1000,69.6,1216,Petrol,Automatic,165858,23.3
BMW,320i,2500,168.4,1510,Diesel,Manual,111018,21.4
Volkswagen,Polo,2200,182.4,1013,Diesel,Automatic,985,18.8
Ford,Aspire,2500,166.2,1575,Diesel,Manual,18893,19.4
Kia,Sonet,2200,184.5,1056,Diesel,Automatic,87799,20.5
Hyundai,Creta,1000,73.3,1102,Diesel,Manual,48136,26.0
Maruti Suzuki,WagonR,1600,107.9,1896,Petrol,Manual,9632,20.2
Hyundai,i10,1200,86.2,1822,Petrol,Manual,95262,22.7
BMW,X1,1200,89.9,1712,Diesel,Automatic,165645,23.3
Volkswagen,Taigun,1600,137.6,1667,Petrol,Automatic,68137,21.8
Tata,Nexon,2200,132.2,1534,Petrol,Manual,98955,18.7
Tata,Tiago,1000,73.9,992,Diesel,Manual,21917,27.4
Toyota,Corolla,2200,207.1,1138,Petrol,Manual,71452,20.3
BMW,X1,2200,197.3,1535,Petrol,Manual,146098,19.6
Volkswagen,Taigun,1600,109.5,1705,Diesel,Automatic,69754,21.2
Ford,Freestyle,2500,155.5,1071,Diesel,Manual,3246,19.6
BMW,320i,1600,136.4,1640,Petrol,Manual,38983,21.8
Ford,Ecosport,2200,121.4,1774,Diesel,Automatic,143982,19.4
Hyundai,i10,1200,75.3,1409,Petrol,Manual,48411,23.3
Honda,City,2200,146.1,1187,Petrol,Automatic,60254,19.0
Ford,Aspire,2500,197.0,1375,Petrol,Manual,198044,17.4
Honda,Amaze,1600,130.0,1879,Petrol,Manual,3293,22.3
Maruti Suzuki,Baleno,2200,124.8,1312,Diesel,Automatic,1741,19.3
Hyundai,Creta,1500,97.0,854,Diesel,Manual,192554,25.2
Tata,Tiago,1000,83.5,1299,Petrol,Manual,49441,24.2
Volkswagen,Polo,2500,191.3,1849,Petrol,Manual,161725,17.6
Honda,Civic,1200,108.3,1095,Diesel,Automatic,65584,23.9
Maruti Suzuki,Swift,2500,228.7,1887,Petrol,Automatic,48562,16.9
Toyota,Camry,1800,119.2,1559,Diesel,Automatic,92576,20.9
Maruti Suzuki,WagonR,2000,167.4,1564,Petrol,Manual,195053,21.4
Tata,Nexon,2500,192.2,1655,Petrol,Automatic,115050,16.5
Nissan,Sunny,1800,127.7,1129,Petrol,Automatic,143602,20.2
Tata,Nexon,1000,71.7,1494,Petrol,Manual,141223,22.0
BMW,320i,1000,83.5,994,Diesel,Automatic,39152,23.2
Tata,Nexon,2000,171.2,1568,Petrol,Automatic,91453,19.1
Nissan,Micra,2000,112.7,1872,Diesel,Automatic,67661,20.0
Toyota,Innova,1000,94.7,1044,Diesel,Automatic,70913,22.5
Kia,Carens,1500,82.6,1278,Diesel,Manual,105879,23.4
Volkswagen,Vento,1600,130.2,955,Petrol,Automatic,17724,19.8
Toyota,Camry,1600,144.4,1151,Petrol,Automatic,22490,19.6
Honda,WR-V,1600,93.6,882,Diesel,Automatic,84289,23.0
Ford,Ecosport,1500,122.5,1735,Petrol,Automatic,33090,20.2
Ford,Figo,1800,110.5,1231,Diesel,Automatic,191949,22.1
Volkswagen,Taigun,2000,147.5,1251,Diesel,Automatic,20131,19.4
Maruti Suzuki,Swift,1800,120.4,1075,Petrol,Manual,60933,21.1
Honda,Civic,1000,62.4,1296,Petrol,Automatic,178644,20.9
Hyundai,i20,1500,134.6,917,Petrol,Automatic,155303,20.5
Volkswagen,Polo,2000,144.0,1515,Diesel,Manual,35428,20.7
Ford,Ecosport,1500,97.1,1746,Petrol,Manual,169241,21.6
Tata,Altroz,1500,140.1,1506,Petrol,Automatic,166672,20.3
Hyundai,i20,1200,70.9,1127,Diesel,Manual,132994,22.6
Kia,Seltos,2200,165.0,909,Diesel,Automatic,18158,20.2
Toyota,Corolla,2000,169.4,1378,Diesel,Automatic,71670,20.1
Volkswagen,Polo,1500,140.8,1331,Diesel,Automatic,106432,22.8
Hyundai,Venue,2000,143.3,1648,Petrol,Manual,177650,20.5
Nissan,Micra,2500,219.3,1515,Petrol,Manual,115195,18.8
BMW,X3,1000,79.2,1330,Diesel,Manual,61064,23.9
Maruti Suzuki,Dzire,2200,177.0,852,Diesel,Manual,113431,21.6
Ford,Aspire,1200,74.8,1336,Diesel,Automatic,107435,22.0
Tata,Altroz,1500,105.3,1758,Diesel,Manual,193030,24.1
Honda,City,1200,96.3,1199,Petrol,Manual,76255,22.6
Tata,Harrier,2200,123.5,1746,Petrol,Automatic,142889,18.4
Tata,Nexon,1600,116.6,1396,Diesel,Automatic,25020,24.3
Tata,Altroz,2000,156.4,976,Petrol,Automatic,32593,19.8
Ford,Freestyle,1600,108.8,1659,Diesel,Manual,7271,23.3
Hyundai,Venue,2000,168.6,1522,Petrol,Manual,11421,19.6
Tata,Tiago,1600,114.8,1577,Diesel,Manual,8744,21.5
Tata,Nexon,2000,153.3,903,Diesel,Manual,1873,22.7
Kia,Carens,1000,68.8,1505,Petrol,Automatic,44710,23.8
Nissan,Micra,2200,189.4,968,Petrol,Manual,191667,21.2
Nissan,Micra,1800,157.9,1709,Petrol,Automatic,29846,20.0
Maruti Suzuki,WagonR,2000,131.0,1476,Diesel,Automatic,194537,19.5
Hyundai,i10,1800,149.8,854,Diesel,Manual,183975,22.8
Toyota,Glanza,1800,152.2,1807,Diesel,Manual,184151,23.3
Honda,Civic,1500,113.7,1505,Diesel,Automatic,175860,21.9
Toyota,Corolla,1200,113.0,1812,Petrol,Manual,164772,24.2
Toyota,Camry,2000,164.6,1578,Petrol,Automatic,194728,18.6
Tata,Altroz,1000,91.5,1367,Petrol,Manual,117278,23.7
Volkswagen,Polo,2500,184.7,1266,Diesel,Manual,127381,20.0
Hyundai,i20,2200,202.9,956,Diesel,Automatic,106407,21.0
Hyundai,i10,1000,57.1,1237,Diesel,Manual,195681,26.3
Tata,Tiago,1500,86.9,1370,Petrol,Automatic,137940,21.4
Hyundai,i20,1600,104.4,1647,Petrol,Automatic,190398,20.2
Ford,Aspire,2200,179.0,1235,Petrol,Automatic,161934,19.5
