company_name,model,year,km_driven,fuel_type,transmission,engine_cc,max_power_bhp,condition,mileage_kmpl,price_usd
Ford,Figo,1998,0,Petrol,Manual,3202,588,Brand New,34.4,22184.76
Mahindra,Thar,1998,19742,Petrol,Manual,3193,454,Second Hand,20.6,2000.0
Ford,Figo,1987,0,Electric,Manual,2158,439,Brand New,30.5,14640.1
Tesla,Model S,1999,12639,Electric,Manual,1450,544,Second Hand,31.1,2000.0
McLaren,570S,2010,0,Electric,Manual,2534,372,Brand New,34.2,306034.36
Toyota,Camry,2016,0,Hybrid,Automatic,4489,382,Brand New,28.3,14404.14
Nissan,Magnite,2023,0,Petrol,Manual,1271,541,Brand New,12.9,14148.11
Honda,CRV,1995,0,Petrol,Manual,4480,547,Brand New,31.0,37623.05
Nissan,Micra,2000,59516,Diesel,Automatic,3005,429,Second Hand,28.5,4096.68
Tata,Harrier,1988,0,Diesel,Automatic,3040,249,Brand New,30.7,23312.7
Audi,Q5,2013,0,Diesel,Automatic,3643,668,Brand New,31.8,54703.93
BMW,3 Series,1985,38653,Hybrid,Manual,1901,62,Second Hand,26.9,2000.0
Volvo,S60,2001,0,Petrol,Manual,2773,241,Brand New,12.2,87731.88
Mahindra,Thar,2001,53819,Electric,Manual,1736,559,Second Hand,30.8,2000.0
Mahindra,Thar,2010,0,Hybrid,Automatic,2671,640,Brand New,11.0,25586.62
McLaren,570S,2008,0,Petrol,Automatic,1796,421,Brand New,18.1,349991.77
Kia,Carnival,2023,0,Hybrid,Manual,2436,292,Brand New,9.5,15799.04
Audi,Q5,1998,141661,Petrol,Manual,3481,274,Second Hand,10.3,2000.0
Ferrari,488,2001,220767,Diesel,Manual,4159,647,Second Hand,25.1,2000.0
Tesla,Model Y,2017,202897,Electric,Automatic,2958,487,Second Hand,8.2,170249.85
Audi,A4,1996,0,Petrol,Manual,2689,192,Brand New,22.4,79587.67
Nissan,Magnite,2011,126392,Petrol,Automatic,4747,685,Second Hand,22.3,2000.0
Hyundai,Elantra,2021,160755,Petrol,Automatic,3738,156,Second Hand,27.2,24483.0
Audi,A4,2006,211062,Petrol,Automatic,2020,358,Second Hand,16.4,2498.13
Volvo,S60,2008,0,Petrol,Manual,4282,242,Brand New,19.5,65204.52
BMW,X3,1996,0,Petrol,Automatic,2832,99,Brand New,9.6,104858.56
Audi,A4,1989,71974,Diesel,Manual,3417,254,Second Hand,14.4,2000.0
Toyota,Camry,2022,33626,Electric,Automatic,3889,301,Second Hand,18.4,20928.19
Kia,Sonet,2008,193984,Electric,Manual,2458,476,Second Hand,27.8,2000.0
Ford,Figo,2016,0,Electric,Automatic,3069,559,Brand New,21.9,31634.99
Rolls-Royce,Ghost,1999,0,Petrol,Manual,2133,571,Brand New,31.1,128393.59
Kia,Carnival,2002,208951,Hybrid,Automatic,1416,374,Second Hand,23.3,2000.0
Hyundai,Elantra,1985,162097,Electric,Manual,2797,357,Second Hand,26.6,2000.0
Honda,CRV,2020,0,Diesel,Automatic,2556,503,Brand New,22.2,39529.75
Lamborghini,Aventador,2003,0,Hybrid,Manual,1592,92,Brand New,29.9,317268.67
Porsche,Macan,2019,0,Petrol,Automatic,1666,382,Brand New,30.3,56202.51
Porsche,911,1994,230912,Petrol,Automatic,4456,156,Second Hand,33.2,2000.0
Hyundai,Verna,2004,0,Diesel,Automatic,1469,449,Brand New,18.6,32927.34
Land Rover,Discovery,2011,0,Diesel,Manual,2162,165,Brand New,24.3,94445.47
Tata,Nexon,1985,0,Hybrid,Automatic,3757,401,Brand New,13.5,31810.82
Honda,Civic,2013,0,Electric,Automatic,3071,209,Brand New,8.9,13441.57
Lamborghini,Huracan,2024,225302,Hybrid,Automatic,2355,206,Second Hand,16.0,203247.57
Land Rover,Range Rover,1991,0,Hybrid,Manual,3676,357,Brand New,32.5,85456.07
Land Rover,Discovery,2023,97355,Diesel,Automatic,4179,474,Second Hand,17.8,73078.83
Tesla,Model Y,2022,141990,Electric,Manual,2890,538,Second Hand,8.2,156868.14
Toyota,RAV4,2002,0,Diesel,Manual,2085,156,Brand New,32.4,16037.42
Lamborghini,Aventador,2017,52446,Hybrid,Manual,2640,311,Second Hand,15.4,159769.15
Kia,Carnival,1991,0,Electric,Manual,1623,600,Brand New,10.4,33951.22
Lamborghini,Aventador,2007,0,Petrol,Manual,1589,582,Brand New,21.7,278467.48
Ferrari,488,2015,0,Hybrid,Automatic,2455,391,Brand New,14.3,157455.32
Land Rover,Discovery,2004,0,Petrol,Automatic,3319,495,Brand New,21.2,74772.28
Ford,Mustang,1985,0,Petrol,Manual,4737,386,Brand New,13.4,34500.19
Nissan,Magnite,2011,0,Hybrid,Manual,2388,529,Brand New,31.3,18957.19
BMW,5 Series,1998,59377,Petrol,Automatic,2522,435,Second Hand,19.2,2000.0
Tata,Safari,2004,114427,Electric,Automatic,1743,556,Second Hand,25.2,2000.0
Volkswagen,Polo,2022,41454,Electric,Manual,1753,609,Second Hand,12.6,17894.93
Ferrari,488,2013,55401,Diesel,Automatic,2353,96,Second Hand,34.2,89713.34
Mercedes-Benz,GLA,2012,0,Petrol,Manual,3400,497,Brand New,8.1,67244.88
Porsche,Macan,1994,0,Diesel,Manual,2370,599,Brand New,15.0,51864.56
Hyundai,i20,2014,0,Petrol,Automatic,1538,98,Brand New,32.1,10524.12
McLaren,720S,1994,0,Hybrid,Automatic,1040,410,Brand New,25.8,147472.53
Ford,Mustang,2006,183428,Electric,Manual,4678,691,Second Hand,30.2,2000.0
Honda,City,1997,0,Diesel,Automatic,2058,552,Brand New,19.2,30209.0
Mercedes-Benz,E-Class,1993,0,Diesel,Manual,1557,484,Brand New,14.2,45407.59
Mahindra,Scorpio,2023,0,Hybrid,Manual,3506,579,Brand New,27.7,30020.23
Volvo,S60,1991,132572,Electric,Manual,2490,275,Second Hand,14.3,2000.0
Land Rover,Range Rover,2006,192985,Hybrid,Automatic,4746,666,Second Hand,28.4,2000.0
Volkswagen,Polo,1999,114708,Petrol,Manual,1453,109,Second Hand,17.7,2070.3
Ferrari,488,2021,26683,Diesel,Manual,3410,404,Second Hand,33.9,72793.95
Volkswagen,Polo,1994,0,Hybrid,Automatic,3760,607,Brand New,13.6,29552.61
Honda,CRV,2007,0,Electric,Manual,1254,542,Brand New,15.7,22254.47
Nissan,Kicks,2004,0,Electric,Manual,4642,480,Brand New,27.6,38319.01
Tesla,Model X,1996,0,Hybrid,Manual,1709,330,Brand New,18.3,258657.58
Lamborghini,Huracan,2022,0,Hybrid,Manual,4953,77,Brand New,13.9,241955.43
Mercedes-Benz,GLA,1992,0,Hybrid,Manual,4847,267,Brand New,26.3,97979.45
Kia,Seltos,2022,153553,Petrol,Automatic,2619,566,Second Hand,29.2,17491.43
Tesla,Model 3,2009,0,Hybrid,Manual,1874,495,Brand New,25.7,266634.13
BMW,3 Series,1996,0,Hybrid,Automatic,3685,226,Brand New,32.1,116006.32
Audi,A4,2005,76697,Petrol,Manual,4619,168,Second Hand,8.2,15850.65
Honda,City,2018,38438,Diesel,Automatic,1451,542,Second Hand,18.8,18407.15
McLaren,720S,2002,199972,Petrol,Manual,2972,406,Second Hand,22.4,4438.86
Tata,Nexon,1990,0,Petrol,Manual,2316,546,Brand New,32.6,29962.03
Porsche,911,2011,0,Petrol,Automatic,1071,271,Brand New,12.1,64684.9
Mercedes-Benz,GLC,2008,211698,Petrol,Manual,3916,683,Second Hand,26.2,2000.0
Mahindra,Thar,1995,0,Hybrid,Automatic,804,143,Brand New,32.5,18308.08
Hyundai,i20,2023,90644,Electric,Manual,4035,115,Second Hand,34.0,10178.14
Ford,Endeavour,2023,0,Petrol,Manual,4957,651,Brand New,26.8,28324.7
Porsche,911,2021,154423,Diesel,Manual,2581,491,Second Hand,27.4,66820.45
Mercedes-Benz,C-Class,2023,168762,Petrol,Automatic,2071,546,Second Hand,25.0,78962.2
Mahindra,Thar,2005,156960,Diesel,Manual,2337,474,Second Hand,20.9,2000.0
Volvo,S60,2013,197092,Electric,Automatic,4022,671,Second Hand,24.8,16170.73
Mercedes-Benz,GLA,1990,120460,Hybrid,Automatic,3369,700,Second Hand,27.6,2000.0
Hyundai,Creta,1992,0,Petrol,Automatic,2895,329,Brand New,18.7,20600.81
Kia,Seltos,1989,0,Hybrid,Automatic,1737,259,Brand New,20.2,26368.87
Mahindra,Thar,1995,135919,Petrol,Automatic,1143,572,Second Hand,34.4,2000.0
Volvo,S60,2017,0,Petrol,Manual,2573,337,Brand New,29.3,106618.18
Volvo,XC40,1992,0,Electric,Automatic,817,461,Brand New,15.1,76627.31
Mercedes-Benz,GLC,2012,0,Hybrid,Automatic,2197,618,Brand New,19.4,48001.69
Toyota,Camry,2024,116473,Petrol,Manual,1666,405,Second Hand,13.4,14810.36
Lamborghini,Huracan,2018,0,Hybrid,Manual,1393,374,Brand New,31.3,351014.68
Honda,Civic,2018,62180,Petrol,Manual,1738,557,Second Hand,14.1,16094.75
Porsche,911,2023,0,Electric,Automatic,3881,448,Brand New,31.5,98241.25
Ford,Endeavour,1997,0,Diesel,Automatic,3864,369,Brand New,32.7,41069.35
Toyota,Camry,2013,0,Petrol,Manual,1830,198,Brand New,23.3,26280.9
Lamborghini,Huracan,1992,0,Petrol,Manual,4552,171,Brand New,9.1,260377.18
Tesla,Model Y,2012,204203,Electric,Automatic,3904,266,Second Hand,12.7,39359.47
Land Rover,Range Rover,2023,0,Petrol,Automatic,3662,574,Brand New,18.5,81512.56
Ford,Figo,2013,101987,Diesel,Automatic,4822,625,Second Hand,28.3,3485.47
Toyota,Corolla,2012,0,Diesel,Automatic,1555,648,Brand New,13.5,34654.57
Ferrari,Roma,2008,20896,Petrol,Automatic,1869,69,Second Hand,18.4,12030.24
Volkswagen,Vento,2009,241557,Diesel,Automatic,2717,349,Second Hand,11.2,2000.0
Volkswagen,Polo,2019,0,Electric,Automatic,2826,266,Brand New,34.8,31359.94
Rolls-Royce,Ghost,1991,198712,Electric,Automatic,3201,168,Second Hand,11.1,2000.0
Kia,Seltos,2008,0,Hybrid,Automatic,1357,214,Brand New,18.5,29935.06
Porsche,Macan,2022,33362,Petrol,Manual,3080,700,Second Hand,29.2,33842.6
Honda,Accord,2013,222486,Hybrid,Automatic,3839,337,Second Hand,9.2,8881.0
Land Rover,Range Rover,1989,0,Petrol,Automatic,3572,523,Brand New,33.9,79175.56
Volkswagen,Passat,1988,0,Petrol,Automatic,2194,664,Brand New,11.5,22771.62
Volkswagen,Vento,1992,0,Diesel,Automatic,4864,390,Brand New,20.0,40567.35
Porsche,911,2001,0,Electric,Manual,2852,533,Brand New,27.8,90967.56
Land Rover,Discovery,1990,0,Electric,Automatic,1457,637,Brand New,13.3,65029.32
Land Rover,Range Rover,1990,0,Petrol,Manual,3471,541,Brand New,11.8,63457.92
Land Rover,Range Rover,2011,84271,Hybrid,Manual,4633,554,Second Hand,14.9,11609.25
Hyundai,Elantra,1992,0,Petrol,Manual,3553,244,Brand New,24.8,27567.43
Volvo,XC40,1988,0,Petrol,Manual,1994,73,Brand New,14.9,90246.77
Toyota,Corolla,1986,0,Hybrid,Automatic,4653,79,Brand New,8.6,37672.4
Porsche,911,2005,205769,Petrol,Manual,1007,180,Second Hand,18.6,22037.88
Tata,Nexon,2015,0,Electric,Automatic,2667,396,Brand New,27.3,19745.67
Volvo,S60,1997,194099,Hybrid,Automatic,1580,323,Second Hand,18.7,2000.0
McLaren,720S,1988,209572,Hybrid,Manual,4749,220,Second Hand,12.8,2000.0
Volkswagen,Passat,1985,0,Electric,Automatic,3721,119,Brand New,26.5,29222.87
Hyundai,Verna,1991,0,Petrol,Manual,2611,227,Brand New,19.4,14281.47
Tesla,Model X,2007,124248,Petrol,Automatic,938,151,Second Hand,13.0,2000.0
Porsche,Cayenne,2010,0,Diesel,Manual,3640,517,Brand New,10.2,55368.98
Volvo,S60,2004,186853,Hybrid,Manual,1215,275,Second Hand,22.8,2864.78
Ferrari,488,2008,166579,Hybrid,Automatic,3126,367,Second Hand,33.4,45010.94
Mahindra,Scorpio,2018,204682,Diesel,Manual,4512,133,Second Hand,14.8,6763.98
Ferrari,488,2014,0,Hybrid,Automatic,3532,252,Brand New,30.7,429399.8
Volkswagen,Vento,2020,57910,Hybrid,Automatic,3970,424,Second Hand,22.5,8251.61
Mercedes-Benz,GLA,1997,169181,Petrol,Manual,1011,450,Second Hand,22.0,2000.0
BMW,5 Series,2024,31945,Electric,Manual,2530,447,Second Hand,27.2,61435.24
Ferrari,Roma,2006,148752,Electric,Manual,3592,235,Second Hand,26.5,2000.0
Land Rover,Discovery,2014,149737,Diesel,Manual,1800,382,Second Hand,12.3,41608.1
Tata,Nexon,2016,0,Hybrid,Automatic,4706,94,Brand New,33.8,15390.84
McLaren,570S,1997,15756,Hybrid,Automatic,4680,134,Second Hand,12.2,2000.0
BMW,X3,2015,0,Diesel,Automatic,1296,448,Brand New,12.2,60979.64
Mercedes-Benz,E-Class,2012,39247,Diesel,Automatic,2317,696,Second Hand,19.3,27627.3
Toyota,Fortuner,1995,0,Hybrid,Automatic,4610,328,Brand New,12.4,41032.81
Audi,Q3,1996,138566,Electric,Manual,4125,204,Second Hand,28.3,2000.0
Honda,Accord,2004,152020,Petrol,Manual,1533,573,Second Hand,23.4,2000.0
Ferrari,488,2015,211315,Hybrid,Manual,3275,337,Second Hand,33.9,108720.29
Tesla,Model X,1987,0,Petrol,Manual,4804,664,Brand New,26.5,181265.12
Land Rover,Range Rover,2015,0,Hybrid,Automatic,4875,221,Brand New,12.3,69500.72
Rolls-Royce,Phantom,1989,0,Diesel,Manual,3698,423,Brand New,34.0,242127.09
Honda,Civic,1996,184606,Hybrid,Automatic,1365,124,Second Hand,14.3,2000.0
Toyota,Camry,2001,0,Petrol,Automatic,1858,548,Brand New,29.2,20412.27
Ferrari,Roma,2008,0,Diesel,Manual,3302,186,Brand New,23.5,223110.23
BMW,X3,2011,0,Electric,Automatic,4547,400,Brand New,21.7,93865.27
Volkswagen,Polo,1997,98189,Hybrid,Automatic,1574,591,Second Hand,28.6,2000.0
BMW,X5,2003,118353,Hybrid,Automatic,3768,418,Second Hand,9.7,2000.0
Tesla,Model Y,1992,0,Hybrid,Manual,1363,384,Brand New,14.9,407493.37
Audi,Q5,2009,0,Hybrid,Manual,4002,237,Brand New,23.9,89745.49
Volvo,S60,2009,210672,Electric,Manual,984,444,Second Hand,15.8,14496.58
Mercedes-Benz,GLA,2005,0,Petrol,Automatic,1681,336,Brand New,24.9,104189.69
BMW,5 Series,2017,0,Petrol,Manual,4583,367,Brand New,33.4,63263.4
Tesla,Model S,2024,147661,Hybrid,Manual,1836,326,Second Hand,28.9,263162.16
Land Rover,Discovery,2016,145950,Electric,Automatic,4583,143,Second Hand,8.2,24722.63
Tata,Nexon,2000,0,Diesel,Automatic,3448,118,Brand New,22.3,13149.33
Land Rover,Range Rover,2013,0,Petrol,Manual,4575,313,Brand New,24.7,46740.03
BMW,X3,2003,214076,Diesel,Automatic,3783,664,Second Hand,13.4,2000.0
Hyundai,Verna,2011,236055,Hybrid,Manual,4473,435,Second Hand,10.0,2000.0
Kia,Sonet,2012,24173,Electric,Automatic,3864,77,Second Hand,25.5,17664.63
Volvo,S60,1990,0,Electric,Manual,1011,271,Brand New,29.9,101115.05
Volkswagen,Vento,2003,0,Hybrid,Automatic,3679,638,Brand New,34.4,25929.85
McLaren,720S,2016,76322,Petrol,Automatic,1146,625,Second Hand,18.1,83124.88
Nissan,Kicks,2012,0,Diesel,Manual,3114,306,Brand New,14.6,23394.03
Tata,Harrier,1990,47834,Electric,Manual,841,463,Second Hand,22.0,2000.0
Nissan,Micra,2008,166852,Diesel,Automatic,3709,232,Second Hand,24.3,4422.62
Lamborghini,Huracan,2011,0,Diesel,Automatic,1093,453,Brand New,13.8,150595.08
Lamborghini,Aventador,1987,141116,Petrol,Manual,1571,151,Second Hand,26.1,2000.0
Audi,Q5,2018,0,Petrol,Manual,1359,495,Brand New,21.3,67079.9
Audi,A4,1987,152798,Petrol,Automatic,2851,440,Second Hand,29.4,2000.0
Ford,Figo,2008,0,Hybrid,Manual,962,430,Brand New,15.4,36733.34
Ferrari,488,2000,0,Hybrid,Manual,4508,379,Brand New,12.4,224698.06
McLaren,720S,1999,0,Diesel,Manual,2919,629,Brand New,27.2,163756.34
McLaren,720S,1997,131864,Electric,Manual,2267,321,Second Hand,23.8,2000.0
Lamborghini,Aventador,2020,0,Diesel,Manual,4713,528,Brand New,28.9,254676.05
Volkswagen,Polo,2001,0,Hybrid,Manual,2883,135,Brand New,11.8,41357.93
McLaren,720S,1990,157110,Hybrid,Manual,4803,613,Second Hand,24.4,2000.0
Volkswagen,Passat,1995,16819,Petrol,Automatic,2707,223,Second Hand,31.4,2000.0
Land Rover,Range Rover,2023,113890,Diesel,Automatic,4697,564,Second Hand,15.2,56943.24
BMW,X5,1986,0,Petrol,Manual,3730,208,Brand New,32.3,67854.55
Volvo,XC60,2012,0,Electric,Manual,3815,208,Brand New,18.9,64745.84
Mercedes-Benz,GLC,2020,147614,Hybrid,Automatic,4305,419,Second Hand,24.0,43797.94
Ford,Mustang,1995,0,Petrol,Automatic,3583,403,Brand New,31.6,14988.74
Hyundai,Elantra,2013,0,Electric,Manual,3601,655,Brand New,31.1,24771.77
BMW,X3,2009,0,Hybrid,Manual,1772,490,Brand New,19.0,66551.82
Mahindra,Thar,1998,146631,Petrol,Manual,2847,364,Second Hand,34.1,2000.0
Lamborghini,Aventador,2005,0,Diesel,Automatic,3120,239,Brand New,30.5,152906.31
Ferrari,488,2003,101164,Petrol,Manual,4583,259,Second Hand,15.8,2000.0
McLaren,720S,2020,183411,Petrol,Automatic,2550,624,Second Hand,8.6,257113.27
Audi,Q3,1987,81342,Petrol,Automatic,1157,400,Second Hand,26.7,2000.0
Tata,Nexon,2020,132365,Electric,Manual,1163,226,Second Hand,31.5,14391.37
Honda,Accord,2008,0,Petrol,Manual,4241,691,Brand New,20.8,35240.66
Porsche,911,2007,0,Electric,Manual,4738,384,Brand New,10.9,77830.68
BMW,3 Series,2013,0,Petrol,Manual,4370,644,Brand New,30.9,81869.74
Porsche,Macan,2012,0,Petrol,Automatic,3791,115,Brand New,13.4,89544.86
Tesla,Model X,2002,0,Electric,Automatic,1934,597,Brand New,31.0,120010.37
Toyota,RAV4,1991,0,Hybrid,Manual,3098,381,Brand New,12.5,31729.5
Volvo,XC60,2020,0,Diesel,Manual,3684,104,Brand New,31.7,68759.33
Ferrari,488,2019,181041,Electric,Automatic,2312,285,Second Hand,24.1,208725.88
Volvo,XC40,1992,0,Diesel,Automatic,2174,75,Brand New,23.1,99855.17
Tesla,Model S,1985,159570,Hybrid,Manual,1240,600,Second Hand,33.3,2000.0
Lamborghini,Aventador,1994,77649,Diesel,Automatic,2625,485,Second Hand,34.3,2000.0
Tesla,Model Y,2002,0,Electric,Automatic,4860,219,Brand New,26.2,315365.82
Hyundai,Creta,2002,63565,Diesel,Manual,1875,398,Second Hand,11.8,2000.0
Hyundai,Creta,2017,114079,Petrol,Automatic,3017,336,Second Hand,21.9,15237.14
Ford,Endeavour,1986,64837,Electric,Automatic,1375,260,Second Hand,23.7,2000.0
Rolls-Royce,Ghost,1999,0,Electric,Automatic,1080,164,Brand New,24.9,153485.24
Rolls-Royce,Ghost,1987,166748,Petrol,Manual,1256,326,Second Hand,14.2,2000.0
Land Rover,Range Rover,2002,168741,Hybrid,Manual,2345,373,Second Hand,11.2,2000.0
BMW,5 Series,1992,0,Hybrid,Manual,4946,667,Brand New,15.6,61166.79
Honda,City,1995,0,Diesel,Manual,3306,271,Brand New,12.4,11861.41
Ferrari,488,1997,0,Electric,Automatic,4892,232,Brand New,34.9,249817.11
Mahindra,Scorpio,2007,84572,Hybrid,Manual,4662,300,Second Hand,9.4,6060.9
Mahindra,XUV500,1997,0,Electric,Manual,906,621,Brand New,32.9,38773.69
Porsche,Cayenne,1992,99284,Petrol,Automatic,3740,168,Second Hand,27.4,2000.0
Tata,Nexon,2010,94501,Petrol,Automatic,1139,543,Second Hand,10.9,2000.0
McLaren,720S,1999,27043,Petrol,Automatic,1688,74,Second Hand,28.5,25446.06
Volvo,XC40,2009,94892,Petrol,Automatic,2838,633,Second Hand,12.6,22140.68
Mercedes-Benz,GLA,2021,0,Hybrid,Manual,924,149,Brand New,22.9,101879.0
Nissan,Magnite,2020,34866,Diesel,Manual,1670,633,Second Hand,17.4,23022.23
Mahindra,XUV500,1993,208160,Petrol,Manual,4529,177,Second Hand,18.7,2000.0
Tata,Safari,1985,0,Diesel,Automatic,1152,472,Brand New,9.8,15229.86
Tesla,Model Y,2017,0,Diesel,Automatic,2454,110,Brand New,29.7,242639.47
Land Rover,Discovery,2002,0,Electric,Automatic,3859,86,Brand New,30.3,103887.2
Lamborghini,Aventador,2016,90885,Diesel,Automatic,2211,415,Second Hand,34.0,78677.22
Tesla,Model S,2006,0,Petrol,Automatic,1490,685,Brand New,15.7,349772.34
Rolls-Royce,Ghost,2014,236717,Petrol,Manual,1044,587,Second Hand,11.8,154550.89
Honda,CRV,2009,0,Electric,Automatic,4327,501,Brand New,31.4,20149.8
Rolls-Royce,Ghost,2000,22042,Hybrid,Automatic,4331,176,Second Hand,11.8,2000.0
Land Rover,Discovery,2020,179273,Petrol,Automatic,3047,558,Second Hand,20.4,34779.37
Ford,Figo,2005,49893,Hybrid,Automatic,2138,303,Second Hand,24.6,2000.0
Audi,Q5,1986,150924,Hybrid,Automatic,2831,435,Second Hand,24.6,2000.0
Ford,Figo,2024,0,Petrol,Automatic,4358,305,Brand New,12.0,28417.67
BMW,X3,2013,80463,Diesel,Automatic,987,314,Second Hand,29.3,36601.31
Audi,Q3,2013,0,Diesel,Manual,1260,429,Brand New,24.8,78453.75
Mahindra,Scorpio,2011,246445,Electric,Automatic,3713,647,Second Hand,16.8,5652.58
Audi,A6,1988,104228,Electric,Manual,3348,585,Second Hand,10.5,2000.0
Lamborghini,Huracan,2013,0,Electric,Manual,1383,671,Brand New,11.8,325846.74
Kia,Sonet,1993,0,Hybrid,Manual,1131,567,Brand New,23.4,23374.82
Mercedes-Benz,GLC,2000,111585,Electric,Manual,3762,443,Second Hand,25.5,2000.0
Toyota,RAV4,2002,80953,Diesel,Automatic,2738,188,Second Hand,11.4,2000.0
Tata,Nexon,2000,90568,Electric,Manual,4329,362,Second Hand,10.4,2000.0
Audi,Q3,2020,75623,Diesel,Manual,3853,562,Second Hand,32.4,46931.91
Volkswagen,Passat,2003,220780,Hybrid,Automatic,2975,586,Second Hand,16.5,2000.0
Land Rover,Range Rover,1994,0,Electric,Manual,1814,255,Brand New,18.0,66706.01
Land Rover,Range Rover,2016,0,Hybrid,Automatic,2558,245,Brand New,32.3,90122.13
Rolls-Royce,Ghost,1993,0,Petrol,Manual,4627,596,Brand New,19.3,124739.19
Honda,Accord,2003,89396,Electric,Manual,3227,483,Second Hand,12.9,2000.0
Ferrari,488,2007,0,Diesel,Automatic,2764,694,Brand New,30.8,152702.54
Volvo,XC40,2013,0,Hybrid,Manual,933,460,Brand New,26.2,67111.92
Volvo,S60,1993,128535,Diesel,Manual,4260,237,Second Hand,12.2,2000.0
Nissan,Magnite,2022,0,Petrol,Automatic,3352,406,Brand New,10.7,10570.1
Tesla,Model Y,1993,154196,Hybrid,Manual,1587,93,Second Hand,17.7,2000.0
Honda,CRV,2002,0,Electric,Manual,1910,649,Brand New,26.7,27564.66
Ford,Figo,2024,0,Petrol,Automatic,1614,273,Brand New,8.7,33465.19
Tata,Safari,1990,127654,Hybrid,Manual,1194,655,Second Hand,16.0,2000.0
Audi,Q3,1996,66894,Petrol,Automatic,2980,337,Second Hand,22.1,2000.0
Hyundai,Elantra,2009,0,Diesel,Manual,3677,257,Brand New,31.5,28661.96
BMW,X5,2004,131929,Hybrid,Automatic,1322,212,Second Hand,30.6,2000.0
Tata,Safari,2000,0,Diesel,Manual,3104,584,Brand New,29.5,36312.34
Mahindra,Scorpio,2009,0,Diesel,Manual,1671,699,Brand New,11.3,16331.03
Ferrari,488,2016,39514,Electric,Automatic,4507,514,Second Hand,16.3,185095.66
Tata,Safari,1997,0,Petrol,Automatic,2060,521,Brand New,14.6,26684.31
Nissan,Kicks,1986,0,Petrol,Manual,4152,183,Brand New,31.9,12172.04
Ferrari,Roma,1985,45471,Hybrid,Automatic,4925,681,Second Hand,24.7,2000.0
Rolls-Royce,Phantom,1993,0,Petrol,Automatic,3806,624,Brand New,12.2,276327.07
Rolls-Royce,Phantom,2014,53004,Diesel,Automatic,3596,613,Second Hand,20.9,77973.06
Lamborghini,Huracan,1990,182782,Electric,Manual,1249,191,Second Hand,17.1,2000.0
Land Rover,Range Rover,1997,190651,Petrol,Manual,4188,309,Second Hand,30.0,2000.0
Land Rover,Range Rover,2023,141261,Hybrid,Manual,3809,270,Second Hand,23.8,70601.58
Toyota,Camry,1999,0,Hybrid,Manual,1496,508,Brand New,27.5,15256.46
Toyota,RAV4,2016,231015,Electric,Automatic,3904,681,Second Hand,32.5,5211.37
Mercedes-Benz,GLA,2020,0,Hybrid,Automatic,2749,529,Brand New,10.4,85966.04
Ferrari,Roma,2019,0,Petrol,Manual,2520,297,Brand New,16.6,377282.81
Toyota,RAV4,1986,233138,Petrol,Manual,2928,264,Second Hand,20.7,2000.0
BMW,5 Series,2010,0,Electric,Automatic,4507,265,Brand New,11.2,55403.05
Ferrari,Roma,1995,0,Petrol,Automatic,2285,152,Brand New,13.6,94267.45
Kia,Carnival,2001,0,Hybrid,Manual,3654,166,Brand New,19.5,8834.22
Tata,Harrier,2006,0,Electric,Manual,3535,429,Brand New,18.9,32839.9
Tata,Safari,2021,175825,Electric,Manual,2113,145,Second Hand,19.8,9097.66
Porsche,Cayenne,2004,0,Hybrid,Manual,4367,411,Brand New,13.5,52832.42
Audi,Q5,1997,0,Diesel,Manual,3977,576,Brand New,32.9,41201.77
Kia,Seltos,1988,54190,Hybrid,Automatic,2342,501,Second Hand,29.9,2000.0
Volkswagen,Vento,1997,168688,Diesel,Manual,2652,645,Second Hand,26.5,2000.0
BMW,X3,2008,53417,Petrol,Automatic,3562,160,Second Hand,14.4,13028.87
Kia,Seltos,1998,0,Electric,Manual,2128,233,Brand New,22.8,20888.91
Mahindra,Scorpio,1990,0,Diesel,Manual,3759,520,Brand New,32.0,32376.34
BMW,X5,2020,0,Petrol,Automatic,3736,260,Brand New,32.4,73942.2
Toyota,Corolla,2023,159593,Diesel,Manual,2119,183,Second Hand,28.3,12319.39
Porsche,911,2010,126604,Petrol,Automatic,4920,648,Second Hand,27.7,20916.36
Ford,Mustang,1997,138450,Hybrid,Manual,3519,553,Second Hand,32.5,2000.0
Ford,Endeavour,2012,145353,Hybrid,Manual,4537,87,Second Hand,14.7,8750.44
BMW,X5,2000,160666,Hybrid,Automatic,1249,66,Second Hand,23.4,2000.0
Honda,CRV,1996,0,Petrol,Manual,2271,352,Brand New,28.6,18210.64
Lamborghini,Huracan,1988,157437,Diesel,Automatic,3689,508,Second Hand,27.6,2000.0
McLaren,720S,2008,0,Electric,Manual,2390,489,Brand New,22.6,244745.84
Ferrari,Roma,1999,0,Diesel,Manual,2094,671,Brand New,16.3,197009.82
Kia,Seltos,1985,0,Petrol,Manual,4422,520,Brand New,29.3,9562.0
Volvo,XC40,2017,0,Petrol,Automatic,4657,199,Brand New,9.2,75795.07
Ferrari,488,2017,61752,Petrol,Automatic,1740,632,Second Hand,19.7,176611.4
McLaren,570S,2017,220132,Petrol,Automatic,956,288,Second Hand,11.7,72548.06
Rolls-Royce,Phantom,1999,221514,Petrol,Automatic,3764,148,Second Hand,16.5,11548.48
Mercedes-Benz,C-Class,2018,11466,Diesel,Automatic,2709,277,Second Hand,25.0,43886.93
